userId,courseId,score
29918,818,19.5
29918,3825,74.5
29919,818,12.5
29920,818,20.0
29920,3825,66.66666666666667
29921,818,16.0
29921,3825,92.0
29922,818,20.0
29923,818,18.0
29923,3825,74.0
29924,818,16.285714285714285
29925,818,20.0
29925,3825,75.33333333333333
29926,818,19.0
29927,818,20.0
29927,3825,79.5
29928,818,20.0
29929,818,17.2
29929,3825,82.5
29930,818,19.5
29930,3825,64.6
29931,818,19.5
29931,3825,59.0
29932,818,18.0
29932,3825,79.5
29933,818,18.0
29933,3825,74.0
29934,818,20.0
29934,3825,95.0
29935,818,20.0
29936,818,20.0
29936,3825,65.0
29937,818,19.5
29937,3825,85.0
29938,818,17.0
29938,3825,77.5
29939,818,17.2
29939,3825,98.0
29940,818,20.0
29941,818,18.4
29941,3825,78.0
29942,818,16.4
29942,3825,79.0
29943,818,20.0
29944,818,18.0
29945,818,20.0
29946,818,20.0
29946,3825,78.0
29947,818,17.5
29948,818,15.666666666666666
29948,3825,74.5
29949,818,9.2
29950,818,9.333333333333334
29951,818,18.0
29952,818,17.2
29953,818,20.0
29953,3825,93.0
29954,818,20.0
29955,818,20.0
29955,3825,74.5
29956,818,17.2
29956,3825,96.0
29957,818,13.142857142857142
29959,818,14.333333333333334
29959,3825,54.0
29960,820,18.0
29962,820,18.5
29963,820,19.0
29966,820,8.0
29967,820,13.0
29968,820,14.5
29969,820,12.5
29970,820,20.8
29971,820,19.6
29972,820,18.5
29974,820,20.0
29975,820,6.0
29976,820,20.0
29977,820,20.0
29978,820,19.0
29979,820,12.0
29981,820,7.0
29982,820,11.0
29984,820,20.0
29985,820,19.5
29986,820,19.0
29987,820,16.5
29987,1520,92.5
29989,820,23.2
29990,820,16.5
29990,1520,100.0
29991,820,14.0
29993,820,20.0
29994,820,13.0
29995,820,20.0
29995,1520,82.5
29996,820,18.0
29997,820,18.0
29998,820,20.0
29999,820,13.5
30000,820,15.333333333333334
30001,820,13.0
30003,820,20.0
30004,820,18.5
30004,1520,75.0
30005,820,20.0
30006,820,17.0
30007,820,17.5
30007,1822,12.0
30008,820,17.0
30009,820,14.0
30010,820,10.0
30011,820,17.5
30012,820,14.5
30013,820,20.0
30014,820,16.0
30015,820,20.0
30016,820,20.0
30018,820,18.0
30019,820,18.5
30020,820,15.5
30021,820,15.0
30021,1520,80.0
30022,820,18.5
30024,820,16.4
30025,820,17.5
30026,820,20.4
30026,1520,85.0
30027,820,19.5
30027,1520,85.0
30028,820,17.5
30029,820,17.333333333333332
30030,820,17.333333333333332
30031,820,15.5
30032,820,15.5
30033,820,19.0
30034,820,20.0
30035,820,16.0
30037,820,14.6
30038,820,18.0
30039,820,15.0
30041,820,14.0
30042,820,15.5
30043,820,12.666666666666666
30044,820,18.5
30045,820,20.0
30046,820,18.5
30047,820,8.0
30048,820,10.0
30049,820,20.0
30050,820,8.0
30050,1520,75.0
30051,820,19.5
30052,820,20.0
30053,820,6.666666666666667
30054,820,23.6
30055,820,12.0
30056,820,15.0
30057,821,12.714285714285714
30058,821,23.625
30059,821,14.2
30060,821,20.375
30061,821,22.875
30063,821,15.0
30064,821,16.875
30065,821,22.125
30066,821,21.714285714285715
30067,821,23.875
30068,821,22.0
30069,821,20.875
30070,821,26.714285714285715
30071,821,24.375
30072,821,24.714285714285715
30073,821,12.0
30074,821,11.2
30079,821,23.0
30084,849,19.2
30086,849,19.333333333333332
30087,849,14.0
30087,1109,85.0
30087,1238,20.0
30088,849,9.666666666666666
30089,849,19.6
30090,849,14.4
30091,849,13.0
30092,849,12.333333333333334
30093,849,15.25
30093,1109,80.0
30094,849,13.666666666666666
30095,849,12.8
30096,849,9.333333333333334
30097,849,17.333333333333332
30098,849,16.0
30099,849,7.6
30100,849,11.5
30101,849,12.0
30102,849,13.666666666666666
30103,849,8.8
30104,849,11.2
30105,849,13.0
30106,849,16.0
30106,1109,85.0
30107,849,12.666666666666666
30108,849,14.0
30109,849,10.666666666666666
30110,849,8.0
30111,849,12.5
30112,849,8.0
30113,849,10.0
30114,849,8.666666666666666
30115,849,6.4
30116,849,14.333333333333334
30117,849,14.666666666666666
30117,1109,92.5
30119,849,6.0
30120,849,12.0
30121,849,12.0
30122,849,12.0
30125,849,18.333333333333332
30126,849,8.666666666666666
30128,849,14.0
30128,5471,6.0
30132,850,20.0
30133,850,19.5
30134,850,17.0
30135,850,18.0
30136,850,18.5
30137,850,19.0
30138,850,17.0
30139,850,18.5
30140,850,18.0
30141,850,20.0
30142,850,18.5
30143,850,15.5
30144,850,15.5
30145,850,19.0
30146,850,18.0
30147,850,19.5
30148,850,20.0
30149,850,20.0
30150,850,20.0
30151,1300,100.0
30152,850,17.5
30253,852,17.6
30254,852,16.8
30255,852,15.6
30256,852,14.8
30258,852,14.666666666666666
30259,852,8.0
30267,853,14.4
30268,853,5.6
30269,853,20.0
30270,853,4.0
30271,853,17.0
30272,853,16.4
30273,853,16.0
30274,853,8.0
30275,853,16.4
30276,853,13.333333333333334
30277,853,18.4
30278,853,17.2
30279,853,6.5
30280,853,16.5
30281,853,18.8
30282,853,10.8
30283,853,16.8
30284,853,11.5
30285,853,7.0
30286,853,10.0
30287,853,16.4
30288,853,16.8
30290,853,4.0
30291,1055,85.0
30293,853,14.0
30294,853,13.2
30294,1055,85.0
30295,853,13.6
30296,853,15.6
30297,853,3.2
30298,853,3.0
30299,853,18.8
30300,853,20.0
30301,853,8.0
30302,853,19.6
30303,853,5.6
30304,853,18.4
30305,853,8.666666666666666
30306,853,10.4
30307,853,5.6
30308,853,6.5
30309,853,6.0
30311,853,16.666666666666668
30312,853,19.2
30313,853,13.6
30314,853,16.0
30315,853,17.2
30316,853,12.4
30317,853,14.8
30318,853,17.2
30319,853,17.2
30320,853,13.2
30321,853,20.0
30322,853,6.4
30323,853,5.6
30326,853,8.0
30327,853,6.0
30328,853,18.666666666666668
30332,854,16.0
30333,854,12.666666666666666
30334,1993,90.0
30335,854,13.5
30340,854,8.666666666666666
30341,854,16.0
30345,1993,100.0
30345,2154,12.0
30346,854,10.0
30346,1993,85.0
30346,2155,16.0
30350,854,20.0
30354,854,4.0
30357,854,14.0
30360,854,14.0
30361,854,16.0
30367,854,14.0
30371,2154,16.0
30371,2155,18.0
30374,854,6.666666666666667
30376,854,14.0
30379,854,7.0
30382,854,10.75
30383,854,15.666666666666666
30383,1993,92.5
30383,2154,17.0
30386,1993,86.66666666666667
30387,854,8.666666666666666
30389,854,14.0
30391,854,20.0
30393,854,14.5
30393,1993,95.0
30393,2154,16.5
30393,2155,14.0
30394,854,12.0
30398,875,19.0
30398,876,10.0
30398,877,10.0
30399,875,18.333333333333332
30399,876,10.0
30399,877,2.0
30400,875,16.333333333333332
30400,877,8.0
30401,875,17.666666666666668
30401,876,10.0
30401,877,10.0
30402,875,17.0
30402,876,6.0
30402,877,8.0
30403,875,19.666666666666668
30403,876,10.0
30403,877,10.0
30403,1525,82.5
30404,875,14.333333333333334
30404,876,6.0
30404,877,6.0
30404,1525,65.0
30405,875,18.666666666666668
30405,876,10.0
30405,877,10.0
30405,1525,90.0
30405,1687,16.0
30405,1688,16.0
30406,875,19.666666666666668
30406,876,10.0
30406,877,10.0
30406,1525,85.0
30406,1688,14.0
30407,875,18.666666666666668
30407,876,10.0
30407,877,8.0
30407,1525,90.0
30407,1687,17.333333333333332
30408,875,18.666666666666668
30408,876,8.0
30408,877,8.0
30409,875,20.0
30409,876,10.0
30409,877,10.0
30410,875,18.0
30410,876,10.0
30410,877,10.0
30411,875,18.333333333333332
30411,876,10.0
30411,877,8.0
30411,1525,95.0
30411,1687,14.0
30411,1688,18.0
30412,875,16.333333333333332
30412,876,10.0
30412,877,8.0
30412,1525,95.0
30413,875,17.333333333333332
30413,876,10.0
30413,877,10.0
30414,875,19.666666666666668
30414,876,10.0
30414,877,10.0
30415,875,18.333333333333332
30415,876,10.0
30415,877,8.0
30415,1525,100.0
30415,1687,18.0
30416,875,19.333333333333332
30416,876,10.0
30416,877,10.0
30416,1525,95.0
30416,1687,18.0
30416,1688,20.0
30418,875,17.666666666666668
30418,876,10.0
30418,877,8.0
30419,875,17.333333333333332
30419,876,10.0
30419,877,8.0
30419,1525,80.0
30419,1687,14.0
30420,875,16.0
30420,876,10.0
30420,877,10.0
30420,1525,100.0
30420,1687,16.0
30420,1688,16.0
30421,875,19.333333333333332
30421,876,10.0
30421,877,10.0
30422,875,18.666666666666668
30422,876,8.0
30422,877,8.0
30422,1525,95.0
30422,1687,19.0
30422,1688,18.0
30423,875,16.666666666666668
30423,876,8.0
30423,877,8.0
30423,1687,18.0
30423,1688,13.5
30424,3825,18.0
30425,875,15.333333333333334
30425,876,10.0
30425,877,10.0
30425,1525,75.0
30425,1688,14.0
30428,857,18.4
30429,857,20.0
30430,857,19.2
30431,857,18.8
30432,857,19.6
30433,857,19.666666666666668
30434,857,20.0
30435,857,20.0
30436,857,20.0
30437,857,20.0
30438,857,16.4
30439,857,16.285714285714285
30440,857,19.5
30441,857,13.2
30442,857,15.2
30443,857,19.2
30444,857,17.5
30445,857,17.6
30446,857,14.0
30447,857,19.6
30448,857,19.0
30449,857,18.333333333333332
30450,857,20.0
30451,857,20.0
30452,857,16.0
30453,857,19.6
30454,857,19.6
30455,857,19.333333333333332
30456,857,20.0
30457,857,20.0
30458,857,19.6
30459,857,20.0
30460,857,20.0
30461,857,20.0
30462,857,17.2
30463,857,18.8
30464,857,19.2
30465,857,19.666666666666668
30466,857,14.8
30467,857,16.285714285714285
30468,857,20.0
30469,857,16.4
30470,857,19.6
30471,857,20.0
30472,857,15.2
30473,857,20.0
30474,857,19.6
30475,857,19.2
30476,857,20.0
30477,857,18.8
30478,857,20.0
30479,857,20.0
30481,857,14.8
30483,857,19.2
30484,857,19.6
30485,857,18.4
30486,857,20.0
30509,1562,90.0
30509,1684,6.0
30517,1562,90.0
30518,1562,90.0
30518,1684,8.0
30519,1562,90.0
30545,4186,81.0
30617,2377,9.5
30617,2378,8.0
30688,1562,75.0
30706,860,18.333333333333332
30707,860,10.0
30708,860,20.0
30709,860,20.0
30710,860,20.0
30711,860,8.0
30712,860,11.5
30713,860,20.0
30714,860,20.0
30715,860,20.0
30722,4185,78.0
30729,755,16.0
30730,755,19.0
30731,755,17.0
30732,755,20.0
30733,755,13.0
30734,755,15.0
30735,755,19.0
30736,755,17.0
30741,1594,95.0
30743,3825,51.0
30749,796,18.0
30749,2377,16.0
30749,2378,16.0
30777,819,18.09090909090909
30778,819,21.09090909090909
30786,818,17.428571428571427
30786,2676,100.0
30787,1055,80.0
30795,2763,18.5
30795,2764,18.4
30795,2765,19.0
30797,2763,18.0
30797,2764,17.6
30797,2765,17.0
30824,1760,80.0
30827,849,13.0
30860,849,19.6
30863,853,6.0
30866,853,5.333333333333333
30879,1553,90.0
30882,879,12.0
30883,879,12.0
30884,879,11.5
30885,879,18.0
30886,879,12.5
30887,879,10.0
30888,879,15.5
30889,879,19.0
30890,879,13.0
30891,879,16.5
30892,879,20.0
30893,879,17.5
30894,879,20.0
30895,879,16.0
30897,879,18.0
30901,879,8.0
30902,879,12.5
30903,879,15.0
30904,879,13.0
30905,879,20.0
30908,879,20.0
30909,879,17.5
30910,879,16.0
30912,879,15.5
30914,879,20.0
30916,879,10.0
30917,879,10.0
30918,879,18.0
30919,879,18.0
30920,879,14.0
30921,879,13.0
30922,879,9.5
30923,879,14.5
30924,879,12.0
30925,879,12.666666666666666
30926,879,20.0
30927,879,20.0
30929,879,14.0
30931,879,14.0
30934,879,13.5
30936,879,19.0
30937,879,19.333333333333332
30938,879,14.5
30940,879,20.0
30942,879,17.0
30943,879,14.666666666666666
30944,879,12.0
30946,879,10.0
30950,879,10.0
30958,2276,20.0
30958,2595,90.0
30959,1627,80.0
30959,1747,16.0
30963,879,20.0
30965,879,19.0
30966,879,15.5
30980,880,19.5
30982,880,14.0
30989,880,20.0
30990,880,15.2
30992,880,19.5
30998,880,14.0
30999,880,10.0
31000,880,16.666666666666668
31001,880,19.0
31002,880,17.0
31007,880,18.5
31008,880,18.0
31009,880,19.0
31013,880,14.0
31017,880,20.0
31018,880,17.333333333333332
31039,820,18.5
31039,1520,100.0
31043,856,19.0
31043,2160,16.0
31043,2161,10.0
31043,2162,10.0
31044,856,18.4
31044,2160,20.0
31044,2161,10.0
31044,2162,6.0
31045,856,21.0
31045,2160,5.333333333333333
31046,856,17.6
31046,2160,16.666666666666668
31046,2161,6.0
31046,2162,8.0
31047,856,20.0
31047,2160,19.0
31047,2161,10.0
31047,2162,10.0
31048,856,21.0
31048,2160,19.0
31048,2161,10.0
31048,2162,10.0
31049,856,18.0
31049,2160,18.8
31050,856,19.4
31050,2160,20.0
31050,2161,10.0
31050,2162,10.0
31051,856,18.4
31051,2160,20.0
31051,2161,10.0
31051,2162,10.0
31052,856,17.2
31052,2160,15.2
31052,2161,2.0
31053,856,19.0
31053,2160,16.666666666666668
31053,2161,10.0
31054,856,18.0
31054,2160,18.0
31054,2161,6.0
31054,2162,10.0
31055,856,20.0
31055,2160,20.0
31055,2161,10.0
31055,2162,10.0
31056,856,19.2
31056,2160,17.0
31056,2161,6.0
31056,2162,8.0
31057,856,18.2
31057,2160,17.666666666666668
31057,2161,8.0
31057,2162,10.0
31058,856,20.6
31058,2160,18.4
31059,856,19.8
31059,2160,17.0
31059,2161,10.0
31059,2162,8.0
31060,856,13.6
31060,2160,17.666666666666668
31060,2161,6.0
31060,2162,8.0
31061,856,18.2
31061,2160,18.666666666666668
31061,2161,10.0
31061,2162,10.0
31062,856,18.2
31062,2160,17.0
31062,2161,10.0
31062,2162,10.0
31063,856,16.8
31063,2160,14.333333333333334
31063,2161,10.0
31063,2162,10.0
31064,856,16.2
31064,2160,15.666666666666666
31064,2161,6.0
31064,2162,10.0
31065,856,19.2
31065,2160,16.666666666666668
31066,856,17.2
31066,2160,17.333333333333332
31066,2161,8.0
31066,2162,8.0
31067,856,19.0
31067,2160,17.333333333333332
31067,2161,8.0
31067,2162,10.0
31068,856,19.0
31068,2160,18.666666666666668
31068,2161,10.0
31068,2162,10.0
31069,856,18.166666666666668
31069,2160,17.666666666666668
31069,2161,8.0
31069,2162,10.0
31070,856,19.4
31070,2160,20.0
31070,2161,10.0
31070,2162,10.0
31071,856,16.4
31071,2160,16.666666666666668
31071,2161,6.0
31071,2162,8.0
31072,856,18.6
31072,2160,15.0
31072,2161,6.0
31072,2162,8.0
31073,856,18.2
31073,2160,18.0
31073,2161,8.0
31073,2162,8.0
31074,856,19.0
31074,2160,15.333333333333334
31074,2161,8.0
31074,2162,6.0
31075,856,19.4
31075,2160,12.666666666666666
31077,856,19.2
31077,2160,20.0
31077,2161,10.0
31077,2162,10.0
31078,856,17.2
31078,2160,18.0
31078,2161,10.0
31078,2162,10.0
31079,856,19.8
31079,2160,19.0
31079,2161,10.0
31079,2162,10.0
31084,820,18.0
31118,856,12.0
31118,2160,16.666666666666668
31118,2161,4.0
31119,856,6.0
31119,2160,11.333333333333334
31119,2161,10.0
31132,6148,46.0
31133,2676,90.0
31133,2915,82.5
31135,6148,73.0
31138,6148,74.5
31139,2915,70.0
31139,6148,44.0
31140,6688,2.5
31192,858,17.6
31193,858,20.0
31194,858,18.0
31195,858,18.0
31195,8939,88.0
31195,9969,100.0
31196,858,19.0
31197,858,20.0
31197,8939,65.0
31197,9969,50.0
31198,858,12.88888888888889
31198,8939,25.0
31198,9969,60.0
31199,858,16.5
31200,858,18.0
31201,858,14.0
31202,858,16.0
31203,858,17.076923076923077
31203,8939,25.0
31203,9969,50.0
31204,858,17.77777777777778
31204,5840,72.66666666666667
31205,858,19.142857142857142
31205,5840,75.33333333333333
31206,858,18.0
31207,858,18.5
31207,8939,90.0
31207,9969,50.0
31208,858,14.0
31208,1560,14.5
31209,858,16.0
31210,858,14.5
31210,8939,88.0
31210,9969,50.0
31211,858,17.5
31212,858,17.5
31212,8939,85.0
31212,9969,100.0
31213,858,17.0
31213,8939,60.0
31213,9969,50.0
31214,858,18.0
31215,858,18.75
31215,8939,90.0
31215,9969,100.0
31216,858,17.5
31217,858,14.0
31218,858,18.0
31219,858,18.0
31219,8939,85.0
31219,9969,100.0
31220,858,18.0
31221,858,17.0
31221,8939,90.0
31221,9969,100.0
31222,858,17.5
31222,2377,18.5
31222,2378,12.0
31222,9969,100.0
31223,858,19.5
31224,858,16.5
31225,858,16.285714285714285
31226,858,20.0
31228,858,14.5
31229,858,18.0
31231,858,15.5
31231,8939,75.0
31232,858,12.0
31233,858,18.0
31234,858,16.0
31235,858,15.5
31236,858,17.5
31237,858,8.0
31238,858,17.142857142857142
31239,858,19.0
31240,858,17.0
31241,858,16.5
31242,858,15.5
31242,2377,18.0
31242,2378,13.0
31243,858,13.5
31244,858,14.285714285714286
31245,858,18.0
31247,858,2.0
31247,8939,80.0
31247,9969,100.0
31248,858,14.0
31249,858,14.0
31250,858,18.0
31251,858,16.5
31252,858,19.6
31253,858,18.5
31254,858,20.0
31255,858,18.5
31256,858,17.6
31257,858,17.0
31257,2377,14.0
31258,858,20.0
31259,858,18.0
31260,858,18.857142857142858
31261,858,16.5
31262,858,13.5
31263,858,17.6
31264,858,19.0
31265,858,18.5
31266,858,17.5
31267,858,18.0
31268,858,20.0
31269,858,18.0
31270,858,19.0
31270,8939,85.0
31271,858,15.5
31272,858,17.5
31273,858,19.0
31273,5840,59.666666666666664
31274,858,18.333333333333332
31275,858,13.5
31276,858,20.0
31276,5840,71.4
31276,8939,80.0
31276,9969,100.0
31277,858,16.0
31277,5840,59.833333333333336
31278,858,18.22222222222222
31279,858,18.0
31279,1066,90.0
31279,1274,20.0
31279,1275,18.0
31279,5840,69.66666666666667
31280,858,17.428571428571427
31281,858,20.0
31281,5840,64.6
31281,8939,85.0
31281,9969,65.0
31282,858,16.0
31283,858,20.0
31284,858,19.5
31285,858,20.0
31286,858,14.4
31287,858,17.5
31287,2377,17.5
31287,2378,15.0
31287,2438,87.0
31287,2613,18.0
31287,2614,18.0
31287,2996,86.0
31288,858,17.0
31289,858,19.5
31290,858,18.666666666666668
31291,858,18.0
31292,858,20.0
31293,858,17.0
31294,858,14.0
31295,858,16.5
31296,858,12.5
31296,1066,100.0
31297,858,20.0
31298,858,20.0
31299,858,20.0
31300,858,20.0
31301,858,19.5
31301,8939,85.0
31301,9969,50.0
31302,858,17.0
31303,858,10.5
31304,858,17.0
31304,8939,60.0
31304,9969,50.0
31305,858,20.0
31305,1066,85.0
31305,5840,77.33333333333333
31306,858,16.5
31307,858,16.5
31308,858,16.5
31309,858,20.0
31310,858,14.0
31310,6148,73.0
31310,8939,70.0
31310,9969,35.0
31311,858,20.0
31311,8939,25.0
31311,9969,50.0
31312,858,18.0
31313,858,18.25
31313,6148,82.0
31313,8939,85.0
31313,9969,100.0
31314,858,17.5
31315,858,17.5
31315,6148,98.5
31315,8939,65.0
31315,9969,45.0
31316,858,19.0
31317,858,16.4
31317,6148,69.0
31317,8939,60.0
31317,9969,50.0
31318,858,17.0
31318,6148,73.5
31319,858,20.0
31319,8939,40.0
31319,9969,50.0
31321,858,19.0
31322,858,17.75
31322,5840,58.666666666666664
31322,8939,85.0
31322,9969,100.0
31323,858,20.0
31324,858,17.0
31324,8939,40.0
31324,9969,50.0
31325,858,16.5
31326,858,20.0
31327,858,16.8
31327,5840,50.8
31328,858,20.0
31328,5840,79.66666666666667
31329,858,14.333333333333334
31330,858,19.5
31331,858,16.4
31332,858,19.5
31333,858,15.2
31334,858,20.0
31334,5840,61.857142857142854
31335,858,18.5
31335,1561,15.0
31335,5840,65.75
31335,9969,100.0
31336,858,16.5
31336,5840,68.57142857142857
31336,8939,90.0
31336,9969,100.0
31337,858,20.0
31337,2377,13.0
31337,5840,96.0
31338,858,17.0
31338,5840,65.83333333333333
31339,858,17.5
31340,858,18.5
31340,8939,85.0
31340,9969,100.0
31341,858,20.0
31342,858,18.5
31342,8939,65.0
31342,9969,75.0
31343,858,19.5
31344,858,18.5
31344,2377,18.0
31345,858,20.0
31345,3037,91.0
31346,858,18.0
31347,858,17.5
31348,858,15.0
31348,1066,90.0
31348,1275,16.0
31349,858,15.0
31349,5840,62.666666666666664
31350,858,17.5
31351,829,17.142857142857142
31353,856,11.5
31353,2160,15.666666666666666
31353,2161,10.0
31354,879,14.0
31356,856,18.6
31356,2160,19.333333333333332
31356,2161,10.0
31356,2162,10.0
31366,856,17.4
31366,2160,16.666666666666668
31366,2161,4.0
31366,2162,8.0
31380,884,12.0
31386,884,18.4
31387,884,16.0
31388,884,20.0
31390,884,18.0
31392,884,16.8
31394,884,17.0
31398,884,16.4
31400,884,14.0
31401,884,14.4
31420,884,20.0
31421,884,19.2
31422,884,10.0
31423,884,14.8
31424,884,12.8
31425,884,20.0
31426,884,20.0
31428,884,18.0
31429,884,14.8
31430,884,19.2
31431,884,20.0
31432,884,17.2
31433,884,20.0
31434,884,17.333333333333332
31435,884,18.8
31436,884,12.4
31437,884,15.333333333333334
31439,884,11.2
31442,884,17.0
31443,884,19.0
31444,884,19.2
31445,884,19.2
31446,884,14.0
31447,884,16.333333333333332
31448,884,11.2
31449,884,17.666666666666668
31451,884,18.857142857142858
31452,884,15.714285714285714
31453,884,15.6
31454,884,14.0
31456,884,16.666666666666668
31463,884,17.6
31464,884,12.0
31465,884,19.666666666666668
31467,884,14.4
31468,884,17.2
31470,884,20.0
31473,884,19.714285714285715
31476,884,17.2
31477,884,18.0
31479,884,18.4
31480,884,6.0
31481,884,12.8
31482,884,20.0
31486,884,10.0
31487,884,20.0
31489,884,18.0
31492,884,14.666666666666666
31493,884,10.4
31494,884,12.0
31497,884,11.0
31498,884,18.8
31500,884,14.8
31501,884,17.0
31503,884,16.0
31504,884,12.333333333333334
31508,884,15.666666666666666
31511,884,17.666666666666668
31513,884,12.0
31514,884,18.0
31515,884,19.333333333333332
31516,884,17.2
31517,884,15.6
31519,884,16.666666666666668
31520,884,16.0
31585,3353,17.2
31585,3355,18.0
31585,3356,17.666666666666668
31585,3585,78.5
31600,856,18.6
31600,2160,17.666666666666668
31600,2161,10.0
31600,2162,10.0
31601,856,13.0
31601,2160,18.666666666666668
31601,2161,4.0
31601,2162,2.0
31602,856,17.0
31602,2160,16.0
31602,2161,8.0
31602,2162,10.0
31603,856,17.8
31603,2160,20.0
31603,2161,10.0
31603,2162,10.0
31604,856,17.6
31604,2160,14.666666666666666
31604,2161,10.0
31604,2162,10.0
31605,856,19.4
31605,2160,17.333333333333332
31605,2161,8.0
31605,2162,10.0
31606,856,17.0
31607,856,19.8
31607,2160,19.0
31607,2161,10.0
31607,2162,10.0
31608,856,17.2
31608,2160,17.0
31608,2161,10.0
31609,856,21.0
31609,2160,19.333333333333332
31609,2161,10.0
31609,2162,10.0
31610,856,18.6
31610,2160,15.333333333333334
31610,2161,8.0
31610,2162,10.0
31612,856,18.2
31612,2160,18.333333333333332
31612,2161,8.0
31612,2162,10.0
31613,856,16.5
31613,2160,16.0
31613,2161,6.0
31613,2162,10.0
31614,856,19.4
31614,2160,17.333333333333332
31614,2161,10.0
31614,2162,2.0
31615,856,19.4
31615,2160,17.666666666666668
31615,2161,10.0
31615,2162,2.0
31616,856,17.8
31616,2160,17.333333333333332
31616,2161,8.0
31616,2162,8.0
31617,856,17.4
31617,2160,18.0
31617,2161,10.0
31617,2162,4.0
31618,856,20.0
31618,2160,17.666666666666668
31618,2161,10.0
31618,2162,8.0
31619,856,18.8
31619,2160,18.333333333333332
31619,2161,10.0
31619,2162,10.0
31620,856,18.6
31620,2160,18.0
31620,2161,6.0
31620,2162,10.0
31621,856,17.8
31621,2160,20.0
31621,2161,10.0
31621,2162,10.0
31622,856,20.2
31622,2160,18.666666666666668
31622,2161,10.0
31622,2162,10.0
31623,856,17.0
31623,2160,16.666666666666668
31623,2161,8.0
31623,2162,8.0
31624,856,19.0
31624,2160,19.0
31624,2161,10.0
31624,2162,10.0
31625,856,19.0
31625,2160,16.666666666666668
31625,2161,8.0
31625,2162,10.0
31626,856,20.0
31626,2160,19.0
31626,2161,10.0
31626,2162,10.0
31627,856,20.2
31627,2160,18.666666666666668
31627,2161,6.0
31629,554,86.0
31629,856,18.8
31629,2160,19.666666666666668
31629,2161,10.0
31629,2162,10.0
31629,4187,73.0
31632,4911,56.2
31720,2676,86.0
31762,8719,25.0
31762,8791,95.0
31787,1067,85.0
31861,1632,52.5
31863,5288,13.5
31863,5289,8.5
31863,5290,9.333333333333334
31872,896,11.0
31873,896,12.0
31874,896,19.0
31875,896,14.0
31876,896,15.5
31877,896,19.5
31878,896,15.5
31879,896,16.5
31880,896,13.5
31881,896,16.0
31882,896,14.0
31883,896,14.5
31884,896,15.5
31885,896,13.0
31886,896,16.5
31887,896,12.5
31887,5076,58.92857142857143
31888,896,15.5
31889,896,16.5
31892,896,10.0
31893,896,15.5
31894,896,18.0
31898,896,18.0
31899,896,17.0
31900,896,15.5
31901,896,19.5
31902,896,19.5
31905,896,9.0
31906,896,15.5
31907,896,15.5
31908,896,18.5
31909,896,13.5
31910,896,11.0
31911,896,16.5
31912,896,15.0
31913,896,16.5
31914,896,8.0
31915,896,16.5
31916,896,16.5
31918,896,13.5
31919,896,19.5
31921,896,14.5
31922,896,18.0
31923,896,17.5
31924,896,14.0
31925,896,14.0
31926,896,14.5
31927,896,16.0
31928,896,15.0
31929,896,11.0
31930,896,18.0
31931,896,18.0
31932,896,17.0
31933,896,14.0
31934,896,15.5
31935,896,17.0
31936,896,14.5
31937,896,15.5
31938,896,17.0
31939,896,18.0
31940,896,15.5
31941,896,15.5
31942,896,13.0
31943,896,17.5
31944,896,12.0
31945,896,7.0
31946,896,15.333333333333334
31947,896,16.0
31948,896,17.5
31951,896,15.0
31953,896,13.0
31954,896,18.0
31955,896,17.0
31956,896,15.5
31957,896,18.0
31959,896,17.0
31960,896,13.5
31961,896,13.5
31962,896,12.5
31964,896,18.0
31965,896,18.5
31966,896,16.5
31967,896,18.0
31969,896,17.0
31970,896,14.0
31971,896,16.0
31972,896,15.5
31973,896,14.5
31974,896,19.0
31975,896,14.666666666666666
31976,896,16.0
31977,896,16.0
31978,896,17.5
31979,896,14.666666666666666
31981,896,17.5
31982,896,6.0
31983,896,17.5
31984,896,10.5
31986,896,18.0
31987,896,12.0
31990,896,20.0
31991,896,17.5
31992,896,10.0
31993,896,12.5
31995,896,16.5
31997,896,12.0
31999,896,15.5
32000,896,19.5
32001,896,10.0
32002,896,12.0
32003,896,12.0
32004,896,19.0
32006,896,18.0
32007,896,14.5
32009,895,16.8
32010,895,18.857142857142858
32012,895,12.0
32013,895,16.4
32014,895,13.5
32015,895,17.333333333333332
32019,895,12.8
32020,895,18.666666666666668
32022,895,16.666666666666668
32023,895,19.333333333333332
32024,895,15.0
32025,895,4.0
32028,895,17.2
32029,895,13.5
32031,895,13.0
32033,895,15.2
32034,895,14.5
32035,895,9.0
32037,895,10.666666666666666
32038,895,20.0
32039,895,18.0
32040,895,20.0
32041,895,16.0
32042,895,19.5
32043,895,20.0
32044,895,20.0
32046,895,17.714285714285715
32052,895,19.5
32053,895,12.0
32054,895,17.333333333333332
32055,895,18.5
32056,895,16.5
32058,895,17.5
32059,895,18.0
32060,895,14.666666666666666
32061,895,19.5
32062,895,19.5
32063,895,19.0
32064,895,17.0
32066,895,17.0
32068,895,14.5
32069,895,18.5
32070,895,17.5
32071,895,12.0
32073,895,20.0
32075,895,17.0
32076,895,19.0
32077,895,18.5
32078,895,18.4
32081,895,14.8
32082,895,20.0
32084,895,12.0
32088,895,5.5
32089,895,16.4
32098,3244,16.0
32098,3245,12.0
32098,3247,10.5
32098,3383,72.0
32155,3353,7.0
32155,3355,8.0
32155,3585,78.5
32161,2676,91.0
32163,2377,18.0
32163,2378,14.0
32164,896,18.0
32179,896,12.5
32187,896,14.0
